"miR_name","Other_B_Myoblast_Healthy_M180","Other_B_Myoblast_Healthy_M194","Other_B_Myoblast_Healthy_V1024","Other_B_Myoblast_DMD_M197","Other_B_Myoblast_DMD_M202","Other_B_Myoblast_DMD_M418","Other_B_Myotube_Healthy_M180","Other_B_Myotube_Healthy_M194","Other_B_Myotube_Healthy_V1024","Other_B_Myotube_DMD_M197","Other_B_Myotube_DMD_M202","Other_B_Myotube_DMD_M418","G1B_D0_Healthy_M180","G1B_D0_Healthy_M194","G1B_D0_Healthy_M398","G1B_D0_DMD_M197","G1B_D0_DMD_M202","G1B_D0_DMD_M418","G1B_D03_Healthy_M180","G1B_D03_Healthy_M194","G1B_D03_Healthy_M398","G1B_D03_DMD_M197","G1B_D03_DMD_M202","G1B_D03_DMD_M418","G1B_D10_Healthy_M180","G1B_D10_Healthy_M194","G1B_D10_Healthy_M398","G1B_D10_DMD_M197","G1B_D10_DMD_M202","G1B_D10_DMD_M418","G1B_D17_Healthy_M180","G1B_D17_Healthy_M194","G1B_D17_Healthy_M398","G1B_D17_DMD_M197","G1B_D17_DMD_M202","G1B_D17_DMD_M418","G1B_D25_Healthy_M180","G1B_D25_Healthy_M194","G1B_D25_Healthy_M398","G1B_D25_DMD_M197","G1B_D25_DMD_M202","G1B_D25_DMD_M418"
"2334","AC135983.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2335","AC123768.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2336","AC025678.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2337","MIR1233-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2338","MIR1233-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2339","MIR3942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,1.9,2,2.41,0,1.68,0,0,2.37,0,0.82,0,0,0,0,0.66,0.33,0,0,0,0,0.41,0,0,0,0,0,0
"2340","MIR4510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2341","AC025166.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2342","MIR626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2343","MIR4310",0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2344","MIR627",1.35,1.2,6.96,3.81,6.69,0,1.23,1.14,6.72,6.54,0,0,7.96,12.33,8.23,13.29,12.03,14.43,8.66,5.88,13.92,3.78,8.87,7.66,3.7,9.69,7.7,9.51,3.01,6.6,5.24,4.04,4.74,7.41,5.65,4.53,3.74,8.77,9.03,5.8,5.22,3.96
"2345","MIR1282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2346","MIR147B",8.1,0,1.74,2.18,4.46,0,1.23,1.14,1.12,4.36,1.82,0,0,0,0,0,4.01,0,4.33,2.52,9.94,1.51,2.37,5.47,1.65,18.89,17.22,4.08,1,1.32,2.62,3.77,1.18,2.83,1.13,2.88,2.4,0,0.75,3.69,1.9,0
"2347","AC087433.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2348","AC084882.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2349","AC012050.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2350","AC066612.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2351","MIR4716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0.3
"2352","MIR4712",0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,2.41,0,0,0.66,0,0,0,0.41,0,0,0,0,0,0,1.35,0,0,0.85,0.41,0,0,0,0,0,0
"2353","MIR4713",1.35,0,0,0,0,0,0,0,0,0,0,0,1.99,4.11,0,3.8,2,19.24,3.61,0,0.66,0.76,1.77,2.19,0,0.97,0,0,0,1.32,0,0,0,0.44,0,0,0,0,0,0,0,0
"2354","AC020892.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2355","MIR1266",0,0,0,0,0,0,0,0,0,0,0,0,5.97,1.03,0,0.95,0,2.41,0,0,0,0.76,0,0,0,0,0.45,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2356","MIR628",13.5,13.23,4.35,11.43,11.15,0,14.72,14.79,8.4,4.36,10.91,2.48,11.94,22.61,4.11,13.29,12.03,14.43,2.89,5.04,4.64,5.29,7.1,10.94,14.4,8.72,7.7,5.43,10.04,9.24,12.78,11.04,11.06,15.69,23.15,15.24,20.3,41.64,68.48,42.69,29.42,34.14
"2357","AC009997.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2358","AC010999.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2359","AC092757.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2360","MIR2116",4.05,0,6.09,6.53,11.15,0,3.68,6.83,6.16,2.18,9.09,4.96,9.95,10.28,0,3.8,0,14.43,1.44,0,3.31,2.27,2.37,2.19,0.41,2.42,1.36,1.36,1,1.32,0.66,2.69,0.79,1.74,2.82,2.88,0.53,0,0,2.11,0,1.83
"2361","AC092756.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2362","AC018618.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2363","AC126323.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2364","AC103740.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2365","MIR190A",283.58,238.1,202.71,167.64,307.73,161.62,288.3,360.63,197.78,522.9,476.27,888.19,432.01,307.28,361.97,424.22,336.72,495.49,277.14,218.51,256.47,203.41,243.05,101.77,557.12,490.18,423.21,414.39,204.73,499.54,191.33,190.64,244.07,132.75,318.21,182.82,354.44,188.47,249.83,417.38,395.34,182.3
"2366","MIR422A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2367","MIR1272",0,0,0,0,0,0,0,0,0,0,0,0,11.94,11.3,14.4,11.39,10.02,21.65,10.83,4.2,9.94,6.05,8.28,0,0,0.48,0,0,1,0.66,0.98,0.27,0,0,0.56,0.41,0,0,0,0,0,0
"2368","MIR4511",0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.39,0,0,0,0,0,0,0,0,0
"2369","MIR4311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2370","MIR4512",0,0,0,0,0,0,0,0,0,0,0,0,0,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0
"2371","AC107871.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2372","MIR4312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2373","AC026512.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0.54,0,0.22,0.28,0,0,0,0,0,0,0
"2374","AC026992.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2375","AC009677.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2376","AC021818.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2377","MIR629",78.32,78.16,89.61,60.42,73.59,0,51.53,37.54,53.79,39.22,45.45,27.29,256.82,251.78,302.32,220.17,214.46,223.69,272.81,375.67,428.77,334.23,327.62,329.37,46.5,117.22,95.16,70.65,85.31,105.58,43.25,76.74,25.28,70.41,47.15,33.76,48.08,54.79,38.38,53.75,64.54,61.88
"2378","AC108861.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2379","AC022872.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2380","MIR630",0,1.2,0,0,0,161.62,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2381","AC108137.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2382","MIR4513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2383","AC113208.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2384","MIR631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2385","MIR3713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2386","MIR1827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2387","AC069082.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2388","MIR184",9.45,2.41,0,0.54,0,0,13.49,9.1,4.48,0,5.45,9.92,3.98,12.33,20.57,8.54,0,4.81,2.17,20.17,9.28,4.54,2.37,5.47,0.41,0,0,0,0,0.66,0,0,0,0.44,0.28,0,0,0,0.75,0,0.47,0.91
"2389","AC027811.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2390","MIR5572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2391","MIR549",0,1.2,0,0,0,0,1.23,1.14,0,0,0,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0.53,0,0,0,0,0
"2392","MIR4514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2393","AC026956.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0
"2394","AC135995.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2395","AC126339.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2396","AC010724.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2397","AC105339.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2398","MIR4515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0
"2399","AC087738.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2400","AC027807.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2401","AC136698.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2402","AC136704.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2403","AC044860.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2404","MIR1276",0,0,0,0.54,0,0,0,0,0,0,0,0,5.97,7.19,6.17,8.54,2,2.41,9.38,0.84,2.65,0,1.77,4.38,3.29,0.97,0.91,0,2.01,4.62,1.64,1.62,1.97,3.27,2.54,0.82,1.07,1.1,2.26,2.11,0.95,2.13
"2405","MIR548AP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2406","AC013489.1",31.06,22.85,21.75,16.33,15.61,0,4.91,12.51,25.21,32.68,10.91,9.92,171.21,187.04,80.21,116.73,134.29,202.05,304.56,189.09,31.15,115.69,294.5,579.96,55.14,36.81,33.53,44.84,65.23,74.57,40.3,72.97,54.5,49.48,36.14,32.94,36.33,128.21,122.66,59.02,57.43,38.72
"2407","MIR1179",0,0,0,2.18,0,0,0,5.69,1.68,0,5.45,2.48,0,3.08,8.23,0.95,0,2.41,0,0.84,1.33,0.76,0,0,0,0,0,0,0,0,0.66,1.35,0.39,2.62,1.13,0,1.07,0,0,2.63,0,0.61
"2408","MIR7-2",5.4,3.61,11.31,11.43,8.92,0,8.59,4.55,5.6,0,1.82,0,7.96,27.75,88.43,18.98,4.01,9.62,10.1,10.09,43.74,15.88,9.46,5.47,2.88,4.36,4.53,1.36,3.01,1.98,7.21,7.27,7.11,23.98,7.62,9.06,3.74,2.19,1.5,8.96,3.8,17.68
"2409","AC067805.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2410","MIR9-3",0,0,0,0,0,0,0,0,0,0,0,0,1.99,0,2.06,0,0,0,0.72,0.84,0.66,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2411","MIR5094",0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,1.9,0,2.41,3.61,0,3.31,0,0.59,0,0.41,0.97,0.45,1.36,0,0,1.97,0.27,0.39,0.87,0.56,0,0.8,0,0,1.05,0,0.3
"2412","MIR5009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0
"2413","MIR3174",1.35,0,0,0,0,0,0,0,0,2.18,0,0,0,1.03,0,0.95,2,0,0.72,0.84,0.66,2.27,0,0,1.23,0.48,0,0,4.01,0,0.66,1.08,0,1.31,0.56,0,0,0,0,0,0.95,0.3
"2414","AC091167.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2415","MIR3175",0,0,0,0,0,0,0,0,0,0,1.82,0,0,0,0,0.95,0,2.41,2.17,0,0.66,0,0.59,0,0.41,1.45,0.45,0,0,0.66,0,2.15,1.58,0.65,1.69,0.82,0.8,1.1,1.5,0.53,0.47,0.61
"2416","AC112693.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2417","AC103996.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2418","AC080032.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0
"2419","MIR1469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2420","AC055873.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2421","MIR4714",1.35,2.41,0,0,0,0,0,0,0,0,0,0,9.95,2.06,0,0,2,0,1.44,0,0,0,0,1.09,0,0.48,0,0,0,0,0.66,0,0,0.22,0,0,0.27,0,0,0,0,0.3
"2422","AC022819.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2423","AC090825.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2424","AC090825.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2425","MIR5587",0,1.2,0,1.63,0,0,0,1.14,0,0,0,0,0,0,6.17,3.8,0,0,0,0,1.33,0,0.59,0,0.82,0,0.45,1.36,1,0,0.33,0.54,1.18,0.87,0.28,0,0.53,0,0,0,0,0.3
"2426","MIR3176",0,1.2,0,2.72,0,0,0,0,0,0,0,0,3.98,2.06,8.23,7.59,0,2.41,0,1.68,1.99,0.76,0.59,2.19,0.82,2.42,1.36,0,0,0,0.33,1.08,1.58,2.62,1.41,2.47,0,0,0,0,0,0.3
"2427","MIR662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2428","AL031721.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2429","MIR3177",0,0,0,0,0,0,1.23,0,0,0,1.82,0,0,2.06,0,1.9,2,0,0.72,0,0,0,1.18,0,0.82,0,0,0,0,3.96,1.31,1.08,1.58,0.44,0.28,0.41,1.34,1.1,0,1.58,0.95,0.3
"2430","AL499628.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2431","MIR1225",0,0,0,0,0,0,0,0,0,0,0,4.96,0,1.03,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.41,0,0,0.75,1.05,1.42,0.3
"2432","MIR4516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2433","MIR3180-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2434","AC009065.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2435","AC009065.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2436","MIR3677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0.84,0.66,0,0,0,0.41,0,0,0,0,0,0.33,0.54,0,0.65,0.85,0.82,0,0,0,0.53,0.47,0
"2437","MIR4717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2438","MIR3178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0
"2439","AC092117.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2440","AC092117.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2441","AC074051.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2442","AC012175.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2443","AC093515.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2444","AC018767.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2445","AC092122.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2446","AC092122.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2447","MIR548H2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2448","AC009121.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2449","AC007216.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2450","MIR4718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2451","AC092380.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2452","MIR193B",884.51,347.52,915.22,859.99,336.72,646.49,630.58,789.53,705.97,712.45,372.66,389.51,392.19,456.29,534.72,537.15,513.1,298.26,286.52,246.24,284.97,319.1,325.25,263.72,282.68,367.15,484.39,304.34,325.17,194.67,210,162.37,244.86,268.78,95.44,75.76,431.1,497.48,458.27,373.11,164.68,406.05
"2453","MIR365A",4.05,2.41,5.22,5.44,0,0,3.68,1.14,2.8,4.36,3.64,0,0,2.06,2.06,1.9,4.01,0,5.77,0.84,1.99,5.29,6.51,2.19,3.29,1.45,3.62,1.36,1,0.66,3.28,1.88,1.58,0.22,0,0,0.53,1.1,3.01,0,0,1.22
"2454","MIR3670-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2455","hsa-mir-3180-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2456","MIR1972-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2457","hsa-mir-3180-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2458","AC126763.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
