"Accession_ID","Protein_Coverage","Number_of_Unique_Peptides","Number_of_Peptides","M197vsM398","M197vsM180","M197vsM194","M202vsM194","M418vsM194","M202vsM180","M202vsM398","M418vsM180","M418vsM398","Number_of_ratios","Ratio_mean","Ratio_SEM","pvalue","FDR"
"4646","Q9UHQ9",19.02,6,6,0.624,1.023,1.551,1.721,2.1,0.979,0.598,1.254,0.739,9,1.18,0.17,0.756,0.858
"4647","Q9UHR5",21.75,6,6,1.105,1.476,1.418,1.146,1.132,1.306,0.874,1.17,0.877,9,1.17,0.07,0.155,0.315
"4648","Q9UHV9",32.47,5,5,1.154,1.12,1.024,1.164,1.219,1.011,1.116,1.138,1.163,9,1.12,0.02,0,0.003
"4649","Q9UHX1",25.22,13,13,1.019,1.168,1.112,1.054,1.174,1.098,0.915,1.28,1.068,9,1.1,0.03,0.028,0.111
"4650","Q9UHY1",9.72,4,4,1.1,0.77,0.875,0.984,1.392,0.87,1.572,1.011,1.948,9,1.17,0.13,0.114,0.262
"4651","Q9UHY7",4.6,1,1,0.614,0.181,0.433,1.332,1.796,0.55,1.864,0.737,2.513,9,1.11,0.27,0.986,0.993
"4652","Q9UI08",12.02,4,4,0.644,0.825,1.199,1.711,1.369,1.024,0.73,0.941,0.674,9,1.01,0.12,0.521,0.691
"4653","Q9UI09",6.21,1,1,1.2,0.898,1.154,0.795,0.855,0.611,0.816,0.654,0.877,9,0.87,0.07,0.103,0.246
"4654","Q9UI10",14.15,5,5,0.855,0.672,0.863,1.486,1.158,0.935,1.188,0.923,1.178,9,1.03,0.08,0.751,0.854
"4655","Q9UI12",11.8,4,4,0.91,0.767,0.806,0.811,0.886,0.763,0.905,0.829,0.987,9,0.85,0.03,0.002,0.022
"4656","Q9UI14",10.27,2,2,0,0,1.604,0,0,0,0,0,0,1,0,0,0,0
"4657","Q9UI26",3.69,3,3,1.09,0.917,0.707,0.824,0.696,1.056,1.255,0.887,1.059,9,0.94,0.06,0.282,0.462
"4658","Q9UI30",21.6,2,2,1.248,1.093,1.127,0.982,1.226,0.941,1.074,1.169,1.34,9,1.13,0.04,0.002,0.02
"4659","Q9UI46",1.72,1,1,1.518,0.844,0.785,0.857,0.442,0.911,1.635,0.467,0.843,9,0.92,0.14,0.281,0.46
"4660","Q9UIA9",2.58,3,3,1.014,1.178,0.93,0.551,0.55,0.75,0.891,0.853,0.919,9,0.85,0.07,0.09,0.227
"4661","Q9UIC8",2.4,1,1,0.799,0.508,0.677,0.872,0.917,0.647,1.017,0.663,1.047,9,0.79,0.06,0.041,0.141
"4662","Q9UID3",6.14,4,4,0.627,0.452,0.42,0.739,0.732,0.786,1.09,0.775,1.08,9,0.74,0.08,0.032,0.121
"4663","Q9UIF9",2.57,3,4,0.98,0,0.505,1.123,0.575,0,2.152,0,1.102,6,1.07,0.24,0.884,0.938
"4664","Q9UIG0",10.05,11,12,1.04,1.033,0.938,0.945,0.837,0.865,0.998,0.899,1.043,9,0.96,0.03,0.32,0.502
"4665","Q9UII2",14.15,2,2,1.035,1.414,1.645,1.253,0.961,1.141,0.767,0.977,0.625,9,1.09,0.11,0.925,0.96
"4666","Q9UIJ7",44.05,10,10,1.177,1.207,1.124,0.718,0.696,0.746,0.779,0.758,0.725,9,0.88,0.07,0.093,0.232
"4667","Q9UIQ6",6.63,6,6,0.822,2.142,0.714,0.877,0.365,2.597,0.996,1.076,0.414,9,1.11,0.25,0.175,0.34
"4668","Q9UIU6",4.48,3,3,1.353,1.662,0.939,0.612,0.286,1.071,0.871,0.498,0.407,9,0.86,0.15,0.08,0.212
"4669","Q9UIV1",11.58,3,3,1.4,0.701,0.894,0.942,0.986,0.731,1.457,0.761,1.524,9,1.04,0.11,0.454,0.635
"4670","Q9UIW2",6.01,10,10,1.208,1.378,1.341,1.398,1.214,1.419,1.423,1.001,1.212,9,1.29,0.05,0,0.008
"4671","Q9UJ41",12.85,7,7,0.787,0.918,0.959,0.883,1.209,0.763,0.715,1.256,1.125,9,0.96,0.07,0.747,0.851
"4672","Q9UJ68",9.79,2,2,1.124,0,1.464,1.564,1.884,0,1.185,0,1.427,6,1.44,0.11,0.002,0.02
"4673","Q9UJ70",19.48,6,6,0.914,0.854,0.872,1.025,1.025,0.964,1.061,0.969,0.945,9,0.96,0.02,0.122,0.273
"4674","Q9UJ83",7.44,3,3,0.71,1,1.106,1.214,1.203,1.086,0.77,1.07,0.762,9,0.99,0.06,0.428,0.611
"4675","Q9UJ99",2.17,1,1,1.259,1.124,1.318,1.057,1.141,0.891,0.997,0.957,1.076,9,1.09,0.05,0.018,0.085
"4676","Q9UJA3",1.67,1,2,0.519,0.911,4.185,3.867,5.828,0.941,0.535,1.219,0.697,9,2.08,0.66,0.367,0.549
"4677","Q9UJA5",6.44,4,4,0.778,1.133,0.869,0.959,0.961,1.128,0.794,1.217,0.872,9,0.97,0.05,0.204,0.377
"4678","Q9UJS0",20,8,11,0.874,0.966,0.691,0.709,0.553,1.138,0.972,0.971,0.8,9,0.85,0.06,0.011,0.061
"4679","Q9UJU6",32.79,10,10,1.077,1.136,1.155,1.174,1.286,1.13,1.135,1.311,1.22,9,1.18,0.03,0,0.003
"4680","Q9UJV8",4.32,1,2,1.379,2.375,1.838,1.677,1.342,2.141,1.242,1.704,0.993,9,1.63,0.15,0.005,0.038
"4681","Q9UJV9",12.54,8,8,0.955,0.747,0.563,0.827,0.983,0.73,1.187,1.101,1.21,9,0.92,0.07,0.541,0.707
"4682","Q9UJW0",8.26,3,3,1.01,0.922,0.983,1.203,1.224,1.116,1.221,1.129,1.241,9,1.12,0.04,0.017,0.082
"4683","Q9UJX3",4.01,2,2,1.171,1.019,0.723,0.76,0.769,0.8,0.918,1.065,1.229,9,0.94,0.06,0.627,0.773
"4684","Q9UJX4",1.19,1,1,0.93,0.738,0.624,0.648,0.615,0.759,0.955,0.716,0.905,9,0.77,0.04,0.003,0.03
"4685","Q9UJX5",1.24,1,1,1.27,0,0,0,0,0,1.185,0,0,2,0,0,0,0
"4686","Q9UJX6",3.28,3,3,1.601,1.316,0.929,0.608,0.69,0.852,1.035,0.961,1.173,9,1.02,0.1,0.924,0.96
"4687","Q9UJY1",9.18,2,2,0,0,0,0,1.778,0,0,0.988,0,2,0,0,0,0
"4688","Q9UJY4",10.93,5,5,1.163,0.856,1.076,1.255,1.222,0.93,1.254,1.335,1.484,9,1.18,0.07,0.007,0.046
"4689","Q9UJY5",2.97,2,2,0.786,0.75,0.692,1.121,1.177,1.2,1.257,1.254,1.32,9,1.06,0.08,0.658,0.796
"4690","Q9UJZ1",32.3,9,9,0.986,1.001,1.036,0.968,0.723,0.938,0.928,0.71,0.694,9,0.89,0.05,0.023,0.1
"4691","Q9UK41",24.89,5,5,0.865,1.57,1.269,1.015,1.05,1.082,0.992,1.498,0.976,9,1.15,0.08,0.159,0.32
"4692","Q9UK45",22.33,2,3,0.965,1.159,1.046,1.044,1.046,1.143,0.951,1.139,0.952,9,1.05,0.03,0.324,0.505
"4693","Q9UK53",8.77,2,2,0.86,1.047,1.108,1.559,1.186,1.456,1.195,1.375,1.133,9,1.21,0.07,0.028,0.111
"4694","Q9UK59",9.01,3,3,0,0,1.159,0.349,0.651,0,0,0,0,3,0.72,0.24,0.327,0.508
"4695","Q9UK61",2.93,3,3,1.07,0.945,0.746,0.472,0.811,0.591,0.668,1.239,1.242,9,0.86,0.09,0.333,0.515
"4696","Q9UK76",74.03,7,7,1.118,1.264,1.255,0.895,1.11,1.011,0.908,1.028,1.074,9,1.07,0.04,0.125,0.277
"4697","Q9UKA9",7.16,3,4,0.912,0.678,1.494,1.279,1.311,0.824,1.08,0.945,1.093,9,1.07,0.09,0.397,0.578
"4698","Q9UKD2",27.2,6,6,0.913,0.758,0.925,0.9,0.978,0.885,1.005,0.879,0.924,9,0.91,0.02,0.01,0.059
"4699","Q9UKE5",3.31,3,4,1.066,1.062,1.475,2.174,2.176,1.548,1.552,1.541,1.552,9,1.57,0.13,0.001,0.015
"4700","Q9UKF6",7.02,4,4,1.124,1.323,0.932,1.113,0.835,1.27,1.19,0.944,0.905,9,1.07,0.06,0.657,0.794
"4701","Q9UKG1",15.94,7,7,1.01,0.834,0.832,0.801,0.85,0.793,0.959,0.794,0.965,9,0.87,0.03,0.005,0.04
"4702","Q9UKG9",1.14,1,1,0.796,1.88,0.987,0.619,0.735,1.164,0.492,1.377,0.585,9,0.96,0.15,0.21,0.384
"4703","Q9UKJ3",4.86,6,6,0.89,0.929,1.035,0.952,0.985,0.997,1.049,0.987,0.944,9,0.97,0.02,0.114,0.262
"4704","Q9UKK3",4.12,7,7,0.759,0.74,0.586,0.76,0.776,0.931,1.142,0.91,1.13,9,0.86,0.06,0.084,0.218
"4705","Q9UKK9",21.46,5,5,1.143,1.123,0.973,0.996,0.931,1.171,1.062,1.057,1.113,9,1.06,0.03,0.062,0.183
"4706","Q9UKL0",15.56,4,6,1.303,1.157,1.315,1.54,0.842,1.34,1.508,0.729,0.824,9,1.17,0.1,0.447,0.629
"4707","Q9UKL6",3.74,1,1,0,0,1.072,0.69,0.756,0,0,0,0,3,0.84,0.12,0.286,0.467
"4708","Q9UKM7",5.29,2,3,0.799,0.87,0.798,0.987,1.064,1.064,0.976,1.141,1.051,9,0.97,0.04,0.398,0.578
"4709","Q9UKM9",55.56,17,17,0.897,1.089,1.179,1.523,1.238,1.273,1.098,1.109,0.913,9,1.15,0.06,0.142,0.299
"4710","Q9UKN8",14.36,8,8,1.066,0.991,0.884,0.8,0.772,1.014,1.04,0.855,0.984,9,0.93,0.04,0.086,0.221
"4711","Q9UKS6",13.68,5,5,1.005,1.316,0.8,0.848,0.881,1.379,1.052,0.98,1.169,9,1.05,0.07,0.869,0.929
"4712","Q9UKU7",2.17,1,1,1.355,1.349,1.412,0.425,1.202,0.402,0.403,1.129,1.138,9,0.98,0.15,0.866,0.927
"4713","Q9UKV3",18.79,24,24,0.985,1.181,1.342,1.369,1.098,1.212,1.023,1.006,0.811,9,1.11,0.06,0.361,0.544
"4714","Q9UKV8",6.64,5,5,0.86,0.811,0.853,1.079,1.086,1.014,1.075,1.015,1.082,9,0.99,0.04,0.713,0.83
"4715","Q9UKX2",32.77,9,69,0.484,1.301,2.277,2.431,3.352,1.372,0.51,1.882,0.702,9,1.59,0.33,0.437,0.62
"4716","Q9UKX7",33.55,9,10,1.158,1.469,0.984,0.97,0.766,1.37,1.094,1.013,0.823,9,1.07,0.08,0.982,0.991
"4717","Q9UKY7",47.29,9,9,0.916,0.708,1.241,1.066,1.479,0.725,0.877,0.877,1.106,9,1,0.08,0.829,0.906
"4718","Q9UKZ1",8.43,3,3,1.028,1.135,1.043,0.98,1.041,0.808,0.683,1.06,0.935,9,0.97,0.05,0.625,0.773
"4719","Q9UL03",2.03,2,2,0.879,0.732,0.516,0.796,0.74,1.115,1.338,1.031,1.243,9,0.93,0.09,0.361,0.543
"4720","Q9UL15",19.02,6,7,1.199,1.071,0.886,0.869,1.026,1.038,1.161,1.22,1.371,9,1.09,0.05,0.083,0.216
"4721","Q9UL25",17.78,3,3,0.763,0.802,0.986,1.86,1.281,0.952,0.905,0.881,0.853,9,1.03,0.12,0.873,0.932
"4722","Q9UL33",12.14,2,2,1.238,1.155,0.738,0.849,0.837,1.031,1.101,1.265,1.25,9,1.05,0.07,0.486,0.662
"4723","Q9UL40",8.84,2,2,1.144,1.528,1.698,1.435,1.437,1.499,0.707,1.642,0.764,9,1.32,0.12,0.194,0.364
"4724","Q9UL46",9.62,2,2,1.208,1.534,1.094,0.816,0.913,0.885,1.047,1.259,0.851,9,1.07,0.08,0.527,0.696
"4725","Q9UL54",1.94,2,2,1.49,0.765,2.025,1.63,1.934,1.01,1.426,1.192,1.691,9,1.46,0.14,0.004,0.033
"4726","Q9UL63",1.36,1,1,1.052,1.056,1.284,1.18,1.607,0.959,0.955,1.299,1.3,9,1.19,0.07,0.006,0.044
"4727","Q9ULA0",7.16,3,3,1.214,1.118,1.008,0.888,0.931,0.973,1.056,1.015,1.106,9,1.03,0.03,0.222,0.397
"4728","Q9ULC4",19.89,3,3,0.669,0.662,0.913,1.649,1.478,1.293,1.192,0.979,1.005,9,1.09,0.11,0.873,0.932
"4729","Q9ULD9",3.77,5,5,1.124,0.735,0.831,0.795,1.023,0.901,0.801,0.89,1.074,9,0.91,0.05,0.127,0.28
"4730","Q9ULG1",1.16,1,2,0,0,0,2.112,0,1.856,0,0,0,2,0,0,0,0
"4731","Q9ULH0",3.11,4,5,0,0,0,1.244,0,0.544,0,0,0,2,0,0,0,0
"4732","Q9ULH4",1.52,1,1,1.352,1.193,1.386,1.005,0.716,0.855,0.968,0.606,0.688,9,0.97,0.1,0.45,0.632
"4733","Q9ULH7",4.87,2,6,1.266,1.125,0.911,0.659,0.789,0.804,0.904,0.958,1.082,9,0.94,0.06,0.53,0.698
"4734","Q9ULI3",1.01,1,1,0,0,0,1.319,0.719,0,0,2.112,0,3,1.38,0.4,0.777,0.871
"4735","Q9ULK4",2.19,3,3,1.339,1.791,3.032,2.459,1.142,1.435,1.072,0.663,0.498,9,1.49,0.27,0.491,0.666
"4736","Q9ULM6",1.62,1,1,1.122,0.861,1.27,1.439,1.668,0.964,1.255,1.111,1.454,9,1.24,0.08,0.007,0.045
"4737","Q9ULP9",3.94,2,2,1.558,0,2.21,1.135,1.17,0,0.79,0,0.814,6,1.28,0.22,0.394,0.574
"4738","Q9ULR0",21.05,6,6,1.389,1.452,1.374,0.843,0.912,1.084,1.006,1.084,0.948,9,1.12,0.08,0.253,0.429
"4739","Q9ULS5",10.06,3,4,0.928,0,1.065,0.937,1.128,0,0.676,0,0.814,6,0.92,0.07,0.167,0.331
"4740","Q9ULT8",1.57,3,3,1.205,0.741,0.609,0.919,0.68,1.105,1.796,0.813,1.327,9,1.02,0.13,0.882,0.937
"4741","Q9ULU4",11.3,11,13,1.105,1.23,0.905,0.825,0.719,1.092,0.99,0.967,0.829,9,0.96,0.05,0.194,0.365
"4742","Q9ULV3",11.25,7,7,1.281,1.658,1.112,1.058,1.159,0.933,1.21,1.517,1.317,9,1.25,0.08,0.001,0.015
"4743","Q9ULV4",20.89,11,12,1.029,0.944,0.901,1.068,1.185,1.09,1.204,1.077,1.19,9,1.08,0.04,0.061,0.182
"4744","Q9ULW0",7.63,4,5,0.866,0.694,0.733,0.831,0.933,0.727,0.998,0.821,1.087,9,0.85,0.04,0.047,0.152
"4745","Q9ULW3",18.38,4,4,1.081,1.08,0.913,0.613,0.817,0.573,0.716,0.951,0.955,9,0.86,0.06,0.092,0.23
"4746","Q9ULW5",4.3,1,1,0.87,1.045,0.644,0.692,0.676,1.11,0.923,1.078,0.9,9,0.88,0.06,0.032,0.121
"4747","Q9ULX3",3.88,2,2,0.835,0.566,0.617,0.665,0.77,0.603,0.89,0.695,1.03,9,0.74,0.05,0.007,0.046
"4748","Q9ULX6",12.07,8,8,1.104,1.62,1.334,1.049,1.131,1.163,0.898,1.2,0.839,9,1.15,0.08,0.232,0.406
"4749","Q9UM00",10.11,2,2,0.938,1.068,0.792,0.648,0.616,0.863,0.757,0.817,0.72,9,0.8,0.05,0.003,0.025
"4750","Q9UM11",2.82,1,1,0,0,0,0,0,0,0,1.126,1.558,2,0,0,0.089,0.225
"4751","Q9UM22",9.38,2,2,0.9,1.152,1.191,1.476,1.26,1.411,1.529,1.198,0.94,9,1.23,0.07,0.048,0.155
"4752","Q9UMN6",2.28,3,3,1.359,0,0.781,0.947,0,0,1.625,0,0,4,1.18,0.19,0.52,0.691
"4753","Q9UMS0",14.17,3,3,1.168,1.701,1.413,0.966,1.029,1.104,0.835,1.109,0.913,9,1.14,0.09,0.272,0.451
"4754","Q9UMS4",15.08,8,8,1.035,1.253,1.007,0.902,0.843,1.155,0.897,1.087,0.862,9,1,0.05,0.489,0.664
"4755","Q9UMS6",21.96,18,18,0.602,0.979,2.502,2.23,2.591,1.057,0.631,1.139,0.748,9,1.39,0.27,0.485,0.661
"4756","Q9UMX0",20.71,2,7,0.987,0.891,0.992,0.936,0.902,0.831,0.919,0.796,0.886,9,0.9,0.02,0.003,0.028
"4757","Q9UMX5",31.98,5,5,0.91,0.934,1.138,0.943,0.951,0.772,0.774,0.751,0.819,9,0.89,0.04,0.027,0.11
"4758","Q9UMY1",8.95,3,3,0.892,1.129,0.851,0.775,0.787,1.053,0.799,0.891,0.795,9,0.89,0.04,0.004,0.032
"4759","Q9UMY4",25.58,3,5,0.881,0.919,1.09,1.219,1.355,1.016,0.973,1.123,1.08,9,1.07,0.05,0.171,0.335
"4760","Q9UMZ2",5.56,5,6,0.817,0.979,1.291,1.323,1.262,0.907,1.094,0.941,1.003,9,1.07,0.06,0.275,0.454
"4761","Q9UN36",2.7,1,1,0.723,0.728,1.575,2.666,2.584,1.217,1.209,1.174,1.171,9,1.45,0.24,0.127,0.28
"4762","Q9UN37",13.27,3,5,1.234,0.82,0.982,1.041,1.084,0.862,1.238,0.929,1.314,9,1.06,0.06,0.157,0.318
"4763","Q9UN70",2.57,1,2,1.268,1.176,2.028,1.614,1.414,0.925,0.996,0.806,0.872,9,1.23,0.13,0.152,0.311
"4764","Q9UN86",13.07,5,6,1.113,1.153,0.835,0.821,0.766,1.087,1.083,1.037,1.073,9,1,0.05,0.737,0.844
"4765","Q9UNE7",29.7,9,9,1.05,1.048,1.131,1.235,1.144,1.099,0.948,1.109,1.007,9,1.09,0.03,0.032,0.122
"4766","Q9UNF0",28.19,13,13,1.035,0.999,0.972,0.89,0.962,0.993,0.953,1.038,1.016,9,0.98,0.02,0.375,0.557
"4767","Q9UNF1",35.48,18,20,1.209,1.14,1.2,1.194,1.635,1.158,1.197,1.617,1.756,9,1.35,0.08,0.001,0.013
"4768","Q9UNH7",17.24,6,8,1.344,0.914,0.691,0.671,0.718,0.89,1.337,0.943,1.471,9,1,0.1,0.925,0.96
"4769","Q9UNK0",24.58,5,5,1.248,1.394,1.044,0.924,0.792,1.05,1.113,1.017,0.985,9,1.06,0.06,0.464,0.642
"4770","Q9UNM6",26.06,10,10,1.219,0.913,0.853,0.853,1.006,0.85,1.065,0.973,1.234,9,1,0.05,0.63,0.776
"4771","Q9UNN5",6.62,5,5,1.157,1.162,0.873,0.812,0.792,1.024,1.118,0.971,0.973,9,0.99,0.05,0.584,0.741
"4772","Q9UNP9",19.93,5,6,0.814,1.566,1.331,0.929,0.894,1.193,0.881,1.386,0.859,9,1.09,0.09,0.72,0.835
"4773","Q9UNQ2",5.75,2,2,1.091,1.119,0.74,0.614,0.543,0.916,0.893,0.806,0.789,9,0.83,0.06,0.027,0.108
"4774","Q9UNS2",16.55,6,6,1.179,0.855,0.942,1.101,1.087,0.838,1.195,0.938,1.332,9,1.05,0.06,0.126,0.278
"4775","Q9UNW1",5.75,3,3,1.303,1.934,1.21,0.956,1.081,1.51,1.016,1.698,1.148,9,1.32,0.11,0.025,0.104
"4776","Q9UNW9",1.63,1,1,1.355,1.549,1.482,1.157,1.059,1.195,1.045,1.088,0.955,9,1.21,0.07,0.034,0.126
"4777","Q9UNX4",11.35,8,8,0.913,1.03,0.783,0.681,0.701,0.75,0.828,0.71,0.853,9,0.81,0.04,0.002,0.022
"4778","Q9UNZ2",36.22,12,12,1.099,1.069,1.218,1.175,1.436,1.041,0.895,1.24,1.05,9,1.14,0.05,0.027,0.111
"4779","Q9UNZ5",30.3,4,4,0.864,0.909,1.182,0.936,1.118,0.769,0.706,0.703,0.713,9,0.88,0.06,0.053,0.168
"4780","Q9UP83",6.32,5,5,1.074,0.83,0.794,0.796,0.871,0.909,1.122,0.888,1.192,9,0.94,0.05,0.455,0.635
"4781","Q9UP95",3.59,3,3,0.85,1.273,0.914,0.9,0.903,1.239,0.827,1.237,0.829,9,1,0.06,0.333,0.515
"4782","Q9UPN3",21.62,147,150,0.743,0.765,1.15,1.255,1.66,0.773,0.801,1.004,1.075,9,1.03,0.1,0.784,0.875
"4783","Q9UPN4",10.71,9,9,0.462,1.63,1.606,1.227,1.57,1,0.448,1.768,0.677,9,1.15,0.18,0.952,0.974
"4784","Q9UPN6",6.45,5,6,1.246,1.264,1.184,0.785,0.949,0.959,1.03,1.153,0.995,9,1.06,0.05,0.318,0.499
"4785","Q9UPN7",5.79,3,3,1.643,2.837,1.109,1.847,0.788,3.564,2.666,1.337,0.955,9,1.86,0.32,0.047,0.154
"4786","Q9UPN9",3.19,3,3,0.455,0.401,0.764,1.247,1.399,1.003,1.136,1.023,1.164,9,0.95,0.12,0.487,0.662
"4787","Q9UPQ0",12.37,11,11,0.881,1.447,1.777,2.903,3.818,1.48,0.919,2.483,1.317,9,1.89,0.33,0.017,0.082
"4788","Q9UPQ7",1.03,1,1,0.651,0.677,0.852,1.007,1.124,0.791,0.76,0.879,0.848,9,0.84,0.05,0.019,0.087
"4789","Q9UPQ9",3.87,5,5,1.063,1.243,1.137,1.177,1.269,1.359,1.087,1.205,1.171,9,1.19,0.03,0,0.003
"4790","Q9UPT5",6.39,4,4,1.175,1.069,0.999,1.214,1.326,1.526,0.953,1.657,1.039,9,1.22,0.08,0.044,0.148
"4791","Q9UPT6",2.02,2,3,1.145,1.175,1.523,1.477,1.707,1.126,1.097,1.295,1.266,9,1.31,0.07,0.001,0.011
"4792","Q9UPT8",11.05,7,8,0.764,0.931,1.055,1.247,1.082,1.087,0.891,0.938,0.772,9,0.97,0.05,0.245,0.421
"4793","Q9UPU5",2.21,6,6,1.024,0.761,0.683,0.789,0.735,0.856,1.19,0.908,1.192,9,0.9,0.06,0.276,0.454
"4794","Q9UPY3",7.34,11,11,0.944,0.762,0.663,1.017,0.885,1.069,1.374,0.987,1.268,9,1,0.07,0.896,0.944
"4795","Q9UPY8",6.05,1,2,0.729,0.765,2.778,2.291,4.448,0.623,0.593,1.204,1.151,9,1.62,0.44,0.224,0.399
"4796","Q9UQ13",4.81,3,3,1.061,0.83,0.952,0.939,0.98,0.808,1.033,0.839,1.077,9,0.95,0.03,0.415,0.597
"4797","Q9UQ35",18.35,37,37,1.11,1.224,1.101,1.01,0.935,1.092,0.97,1.003,0.924,9,1.04,0.03,0.525,0.694
"4798","Q9UQ80",41.88,16,18,0.975,0.84,1.003,1.316,1.161,1.149,1.237,0.992,1.04,9,1.08,0.05,0.248,0.425
"4799","Q9UQ90",8.68,6,6,0.721,0.921,0.877,0.981,0.901,1.245,0.795,0.965,0.747,9,0.91,0.05,0.002,0.024
"4800","Q9UQB8",10.69,5,5,1.166,1.01,1.184,1.626,1.063,1.347,1.549,0.891,1.033,9,1.21,0.08,0.071,0.198
"4801","Q9UQE7",30.9,36,38,1.143,1.125,0.891,0.805,0.702,1.047,0.982,0.961,0.953,9,0.96,0.05,0.237,0.412
"4802","Q9UQN3",12.68,3,3,0.699,0.798,0.982,1.068,1.06,0.857,0.75,0.847,0.744,9,0.87,0.05,0.015,0.076
"4803","Q9UQP3",1.85,2,2,0.383,0.188,0.607,3.793,1.793,0.378,0.473,0.178,0.223,9,0.89,0.4,0.083,0.216
"4804","Q9UQR1",8.19,4,4,0,0,0,0,0,0,0.969,0,0,1,0,0,0,0
"4805","Q9Y217",7.09,3,4,0.856,0.734,0.82,0.791,0.777,0.806,0.797,0.684,0.8,9,0.79,0.02,0,0.001
"4806","Q9Y221",10.56,2,2,0.376,0.399,0.69,1.816,1.518,1.038,0.978,0.863,0.817,9,0.94,0.16,0.293,0.474
"4807","Q9Y224",51.23,11,12,1.406,1.271,1.25,0.889,1.037,1.022,0.973,1.15,0.916,9,1.1,0.06,0.203,0.375
"4808","Q9Y230",46.22,19,19,0.956,0.768,0.8,0.956,0.871,0.866,1.074,0.837,0.972,9,0.9,0.03,0.027,0.111
"4809","Q9Y232",2.17,1,1,0,0,0,0.987,0,0,0,0,0,1,0,0,0,0
"4810","Q9Y235",21.43,2,3,0.758,1.558,4.676,4.331,5.288,1.534,0.745,1.496,0.73,9,2.35,0.62,0.125,0.277
"4811","Q9Y237",28.24,4,4,1.11,1.27,0.841,0.679,1.183,1.017,0.971,1.846,1.566,9,1.16,0.12,0.179,0.346
"4812","Q9Y244",9.93,1,1,0.953,2.363,0.819,0.655,0.705,1.868,0.753,2.002,0.81,9,1.21,0.22,0.938,0.968
"4813","Q9Y248",7.03,1,1,1.384,1.111,0.863,0.794,0.929,1.01,1.257,1.176,1.47,9,1.11,0.08,0.141,0.297
"4814","Q9Y250",9.73,4,5,0,0,0,0.843,1.062,0.892,0,1.118,0,4,0.98,0.07,1,1
"4815","Q9Y262",26.06,14,14,1.032,0.778,0.564,0.576,0.545,0.844,1.074,0.83,1.232,9,0.83,0.08,0.128,0.28
"4816","Q9Y263",18.24,14,14,1.156,0.739,0.721,0.818,0.859,0.798,1.116,0.92,1.098,9,0.91,0.06,0.283,0.463
"4817","Q9Y265",38.82,14,14,0.888,0.798,0.725,0.969,0.849,0.898,1.046,0.898,1.065,9,0.9,0.04,0.078,0.21
"4818","Q9Y266",36.56,12,12,1.465,0.966,0.893,0.856,0.901,0.863,1.346,0.999,1.415,9,1.08,0.08,0.198,0.371
"4819","Q9Y276",10.5,4,4,0.451,0.529,0.595,0.814,0.611,0.714,0.608,0.534,0.457,9,0.59,0.04,0,0.001
"4820","Q9Y277",26.86,5,7,0.968,1.151,1.103,1.014,0.793,1.085,0.918,0.861,0.76,9,0.96,0.05,0.134,0.288
"4821","Q9Y281",56.63,7,10,0.944,0.952,1.424,1.675,1.613,1.085,1.136,1.036,0.985,9,1.21,0.1,0.082,0.214
"4822","Q9Y282",13.84,5,5,1.074,1.314,0.904,0.647,0.847,0.889,0.726,1.14,0.949,9,0.94,0.07,0.356,0.539
"4823","Q9Y285",19.49,8,8,0.883,0.646,0.743,0.759,0.872,0.641,1.132,0.745,1.2,9,0.85,0.07,0.145,0.302
"4824","Q9Y287",7.89,2,2,1.521,1.261,2.48,2.452,1.618,1.232,1.484,0.809,0.979,9,1.54,0.2,0.031,0.119
"4825","Q9Y294",11.27,2,2,1.381,1.093,0.873,0.819,0.935,1.014,1.28,1.15,1.46,9,1.11,0.08,0.125,0.277
"4826","Q9Y295",28.61,8,8,1.105,0.657,0.86,1.12,1.065,0.822,1.368,0.706,1.138,9,0.98,0.08,0.898,0.944
"4827","Q9Y2A7",9.22,10,11,0.994,0.784,0.634,0.727,0.659,0.936,1.094,0.868,1.025,9,0.86,0.06,0.048,0.156
"4828","Q9Y2B0",36.26,8,8,1.094,1.441,1.368,1.163,0.904,1.258,0.92,0.909,0.7,9,1.08,0.08,1,1
"4829","Q9Y2B9",21.05,1,1,1.881,1.343,1.33,1.054,1.08,1.052,1.472,1.072,1.507,9,1.31,0.09,0.002,0.022
"4830","Q9Y2C4",6.52,2,2,0.923,1.568,1.139,0.858,1.072,1.167,0.687,1.45,0.857,9,1.08,0.1,0.854,0.921
"4831","Q9Y2D4",4.56,3,3,0.45,0.4,0.303,0.717,0.961,0.935,1.053,1.247,1.411,9,0.83,0.13,0.215,0.39
"4832","Q9Y2D5",26.31,18,18,0.837,1.2,1.295,1.052,1.547,1.05,0.705,1.539,1.17,9,1.16,0.09,0.187,0.356
"4833","Q9Y2E4",1.8,3,3,1.446,0.902,1.951,1.481,2.267,0.677,1.083,1.031,1.658,9,1.39,0.17,0.008,0.05
"4834","Q9Y2G5",12.12,6,6,1.086,1.757,1.608,1.422,2.005,1.613,0.923,1.811,1.161,9,1.49,0.12,0.006,0.044
"4835","Q9Y2G8",1.02,1,1,1.005,0.884,0.883,0.905,0.822,0.896,1.017,0.81,0.924,9,0.91,0.02,0.007,0.045
"4836","Q9Y2H0",8.47,7,7,1.158,1.522,1.041,0.957,0.977,1.217,1.134,1.347,1.07,9,1.16,0.06,0.042,0.145
